"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"7866","Bihar","Purnia","14","SHUBHASH KUMAR THAKUR","Independent","31794","1","31795","2.76",NA,NA,NA
"7867","Bihar","Purnia","15","SHOBHA SOREN","Independent","6935","12","6947","0.6",NA,NA,NA
"7868","Bihar","Purnia","16","SAGEER AHMAD","Independent","21374","0","21374","1.85",NA,NA,NA
"7869","Bihar","Purnia","17","NOTA","None of the Above","18557","12","18569","1.61",NA,NA,NA
"7870","Bihar","Katihar","1","TARIQ ANWAR","Indian National Congress","502044","176","502220","44.93",NA,NA,NA
"7871","Bihar","Katihar","2","DULAL CHANDRA GOSWAMI","Janata Dal  (United)","558984","439","559423","50.05",NA,NA,NA
"7872","Bihar","Katihar","3","MUHAMMAD SHAKUR","Nationalist Congress Party","9234","14","9248","0.83",NA,NA,NA
"7873","Bihar","Katihar","4","SHIVNANDAN MANDAL","Bahujan Samaj Party","3981","33","4014","0.36",NA,NA,NA
"7874","Bihar","Katihar","5","ABDUR RAHMAN","Peoples Party of India (Democratic)","2306","3","2309","0.21",NA,NA,NA
"7875","Bihar","Katihar","6","GANGA KEBAT","Rashtriya Jansambhavna Party","2934","3","2937","0.26",NA,NA,NA
"7876","Bihar","Katihar","7","BASUKINATH SAH","Bharatiya Bahujan Congress","2632","1","2633","0.24",NA,NA,NA
"7877","Bihar","Katihar","8","MARANG HANSDA","Independent","6225","22","6247","0.56",NA,NA,NA
"7878","Bihar","Katihar","9","SAMIR KUMAR JHA","Independent","8112","7","8119","0.73",NA,NA,NA
"7879","Bihar","Katihar","10","NOTA","None of the Above","20572","12","20584","1.84",NA,NA,NA
"7880","Bihar","Kishanganj","1","Indra Deo Paswan","Bahujan Samaj Party","6790","3","6793","0.62",NA,NA,NA
"7881","Bihar","Kishanganj","2","Javed Akhter","All India Trinamool Congress","5481","2","5483","0.5",NA,NA,NA
"7882","Bihar","Kishanganj","3","Dr. Mohammad Jawed","Indian National Congress","366820","197","367017","33.32",NA,NA,NA
"7883","Bihar","Kishanganj","4","Syed Mahmood Ashraf","Janata Dal  (United)","332325","226","332551","30.19",NA,NA,NA
"7884","Bihar","Kishanganj","5","Akhtarul Iman","All India Majlis-E-Ittehadul Muslimeen","294859","170","295029","26.78",NA,NA,NA
"7885","Bihar","Kishanganj","6","Alimuddin Ansari","Aam Aadmi Party","9822","0","9822","0.89",NA,NA,NA
"7886","Bihar","Kishanganj","7","Pradip Kumar Singh","Shivsena","3260","6","3266","0.3",NA,NA,NA
"7887","Bihar","Kishanganj","8","Rajendra Paswan","Bahujan Mukti Party","4013","0","4013","0.36",NA,NA,NA
"7888","Bihar","Kishanganj","9","Shukal Murmu","Jharkhand Mukti Morcha","10273","2","10275","0.93",NA,NA,NA
"7889","Bihar","Kishanganj","10","Azimuddin","Independent","4755","0","4755","0.43",NA,NA,NA
"7890","Bihar","Kishanganj","11","Asad Alam","Independent","8133","0","8133","0.74",NA,NA,NA
"7891","Bihar","Kishanganj","12","Chhote Lal Mahto","Independent","8699","1","8700","0.79",NA,NA,NA
"7892","Bihar","Kishanganj","13","Rajesh Kumar Dubey","Independent","15182","2","15184","1.38",NA,NA,NA
"7893","Bihar","Kishanganj","14","Haserul","Independent","10860","0","10860","0.99",NA,NA,NA
"7894","Bihar","Kishanganj","15","NOTA","None of the Above","19719","3","19722","1.79",NA,NA,NA
"7895","Bihar","Araria","1","PRADEEP KUMAR SINGH","Bharatiya Janata Party","618004","430","618434","52.87",NA,NA,NA
"7896","Bihar","Araria","2","RAM NRAYAN BHARTI","Bahujan Samaj Party","10287","7","10294","0.88",NA,NA,NA
"7897","Bihar","Araria","3","SARFARAZ ALAM","Rashtriya Janata Dal","481120","73","481193","41.14",NA,NA,NA
"7898","Bihar","Araria","4","TARACHAND PASWAN","Bahujan Mukti Party","7263","3","7266","0.62",NA,NA,NA
"7899","Bihar","Araria","5","SUDAMA SINGH","Bihar Lok Nirman Dal","2057","2","2059","0.18",NA,NA,NA
"7900","Bihar","Araria","6","MD. MATIN","Independent","1368","1","1369","0.12",NA,NA,NA
"7901","Bihar","Araria","7","MD. MINHAZ ALAM","Independent","1949","0","1949","0.17",NA,NA,NA
"7902","Bihar","Araria","8","MUKESH SINGH","Independent","2143","2","2145","0.18",NA,NA,NA
"7903","Bihar","Araria","9","MD. MOBINUL HAQUE","Independent","3036","1","3037","0.26",NA,NA,NA
"7904","Bihar","Araria","10","RAMA NAND RISHIDEO","Independent","5959","0","5959","0.51",NA,NA,NA
"7905","Bihar","Araria","11","ABDUL WAHID KHAN","Independent","8168","0","8168","0.7",NA,NA,NA
"7906","Bihar","Araria","12","SHAHIN PRAVIN","Independent","7138","1","7139","0.61",NA,NA,NA
"7907","Bihar","Araria","13","NOTA","None of the Above","20606","12","20618","1.76",NA,NA,NA
"7908","Bihar","Supaul","1","Kiran Devi","Bahujan Samaj Party","11079","29","11108","1",NA,NA,NA
"7909","Bihar","Supaul","2","Dileshwar Kamait","Janata Dal  (United)","596807","570","597377","53.78",NA,NA,NA
"7910","Bihar","Supaul","3","Ranjeet Ranjan","Indian National Congress","330258","266","330524","29.76",NA,NA,NA
"7911","Bihar","Supaul","4","Md. Abul Kalam Azad","Jai Hind Party","13693","0","13693","1.23",NA,NA,NA
"7912","Bihar","Supaul","5","Krishan dev Mandal","Rashtravadi Janata Party","3534","18","3552","0.32",NA,NA,NA
"7913","Bihar","Supaul","6","Dip Narayan Mandal","Shivsena","2742","33","2775","0.25",NA,NA,NA
"7914","Bihar","Supaul","7","Naveen Kumar Singh","Bihar Lok Nirman Dal","3010","0","3010","0.27",NA,NA,NA
"7915","Bihar","Supaul","8","Pramod Kumar Nirala","Vanchit Samaj Party","4042","1","4043","0.36",NA,NA,NA
"7916","Bihar","Supaul","9","Bhim Kumar Gupta","Jammu & Kashmir National Panthers Party","3545","0","3545","0.32",NA,NA,NA
"7917","Bihar","Supaul","10","Sanjay Sardar","Lok Sewa Dal","6313","0","6313","0.57",NA,NA,NA
"7918","Bihar","Supaul","11","Sanjeet Kumar Choudhary","Aam Janta Party Rashtriya","11091","2","11093","1",NA,NA,NA
"7919","Bihar","Supaul","12","Satya Narayan Mehta","Jan Adhikar Party","6333","3","6336","0.57",NA,NA,NA
"7920","Bihar","Supaul","13","Md. Afroj Alam","Independent","6995","2","6997","0.63",NA,NA,NA
"7921","Bihar","Supaul","14","Anand Pathak","Independent","15389","3","15392","1.39",NA,NA,NA
"7922","Bihar","Supaul","15","Dinesh Prasad Yadav","Independent","23033","12","23045","2.07",NA,NA,NA
"7923","Bihar","Supaul","16","Binod Kumar Sahu","Independent","19277","0","19277","1.74",NA,NA,NA
"7924","Bihar","Supaul","17","Rajesh Kumar S/O- Jawahar Lal Das","Independent","6729","0","6729","0.61",NA,NA,NA
"7925","Bihar","Supaul","18","Rajesh Kumar S/O- Yugeshwar Sah","Independent","20317","3","20320","1.83",NA,NA,NA
"7926","Bihar","Supaul","19","Sandip Kumar Singh","Independent","11534","0","11534","1.04",NA,NA,NA
"7927","Bihar","Supaul","20","Sudhakar Jha","Independent","4797","2","4799","0.43",NA,NA,NA
"7928","Bihar","Supaul","21","NOTA","None of the Above","9322","21","9343","0.84",NA,NA,NA
"7929","Bihar","Jhanjharpur","1","GULAB YADAV","Rashtriya Janata Dal","279168","272","279440","26.35",NA,NA,NA
"7930","Bihar","Jhanjharpur","2","Raj Kumar Singh","Bahujan Samaj Party","9026","40","9066","0.85",NA,NA,NA
"7931","Bihar","Jhanjharpur","3","Ramprit Mandal","Janata Dal  (United)","601597","794","602391","56.8",NA,NA,NA
"7932","Bihar","Jhanjharpur","4","Ganga Prasad Yadav","Peoples Party of India (Democratic)","8894","6","8900","0.84",NA,NA,NA
"7933","Bihar","Jhanjharpur","5","Chhedi Ram","Bhartiya Mitra Party","3923","17","3940","0.37",NA,NA,NA
"7934","Bihar","Jhanjharpur","6","Devendra Prasad Yadav","Samajwadi Janata Dal Democratic","25586","44","25630","2.42",NA,NA,NA
"7935","Bihar","Jhanjharpur","7","Prabhat Prasad","Suheldev Bharatiya Samaj Party","8426","3","8429","0.79",NA,NA,NA
"7936","Bihar","Jhanjharpur","8","Ratneshwar Jha","Aadarsh Mithila Party","3533","15","3548","0.33",NA,NA,NA
"7937","Bihar","Jhanjharpur","9","Ramanand Thakur","Shivsena","4405","41","4446","0.42",NA,NA,NA
"7938","Bihar","Jhanjharpur","10","Ramesh kumar Kamat","Aam Adhikar Morcha","4784","8","4792","0.45",NA,NA,NA
"7939","Bihar","Jhanjharpur","11","Lakshman Prasad Yadav","Republican Party of India (A)","5712","5","5717","0.54",NA,NA,NA
"7940","Bihar","Jhanjharpur","12","Surendra Prasad Suman","All India Forward Bloc","4959","5","4964","0.47",NA,NA,NA
"7941","Bihar","Jhanjharpur","13","Om Prakash Poddar","Independent","21987","1","21988","2.07",NA,NA,NA
"7942","Bihar","Jhanjharpur","14","Ganpati Jha","Independent","21625","7","21632","2.04",NA,NA,NA
"7943","Bihar","Jhanjharpur","15","Bablu Gupta","Independent","6902","6","6908","0.65",NA,NA,NA
"7944","Bihar","Jhanjharpur","16","Bipeen Kumar Singhwait","Independent","29504","2","29506","2.78",NA,NA,NA
"7945","Bihar","Jhanjharpur","17","Sanjay Bhartia","Independent","10060","2","10062","0.95",NA,NA,NA
"7946","Bihar","Jhanjharpur","18","NOTA","None of the Above","9161","42","9203","0.87",NA,NA,NA
"7947","Bihar","Madhubani","1","ASHOK KUMAR YADAV","Bharatiya Janata Party","594811","1032","595843","61.83",NA,NA,NA
"7948","Bihar","Madhubani","2","ANAND KUMAR JHA","Akhil Bhartiya Mithila Party","10109","18","10127","1.05",NA,NA,NA
"7949","Bihar","Madhubani","3","MD. KHALIQUE ANSARI","Pragatishil Samajwadi Party (Lohia)","2720","6","2726","0.28",NA,NA,NA
"7950","Bihar","Madhubani","4","DHANESHWAR MAHTO","Bhartiya Mitra Party","6318","4","6322","0.66",NA,NA,NA
"7951","Bihar","Madhubani","5","BADRI KUMAR PURBEY","Vikassheel Insaan Party","140705","198","140903","14.62",NA,NA,NA
"7952","Bihar","Madhubani","6","RANJIT KUMAR","Bahujan Mukti Party","4521","3","4524","0.47",NA,NA,NA
"7953","Bihar","Madhubani","7","RAM SWARUP BHARTI","Voters Party  International","2819","0","2819","0.29",NA,NA,NA
"7954","Bihar","Madhubani","8","REKHA RANJAN YADAV","Republican Party of India (A)","4561","5","4566","0.47",NA,NA,NA
"7955","Bihar","Madhubani","9","SATISH CHANDRA JHA","Purvanchal Janta Party (Secular)","5071","3","5074","0.53",NA,NA,NA
"7956","Bihar","Madhubani","10","SUBHASH CHANDRA JHA","Rashtriya Jansambhavna Party","5672","5","5677","0.59",NA,NA,NA
"7957","Bihar","Madhubani","11","ANIL KUMAR SAH","Independent","4528","0","4528","0.47",NA,NA,NA
"7958","Bihar","Madhubani","12","ABUBAKAR RAHMANI","Independent","12491","1","12492","1.3",NA,NA,NA
"7959","Bihar","Madhubani","13","ABHIJIT KUMAR SINGH","Independent","4068","1","4069","0.42",NA,NA,NA
"7960","Bihar","Madhubani","14","RAJU KUMAR RAJ","Independent","5695","0","5695","0.59",NA,NA,NA
"7961","Bihar","Madhubani","15","VIDYA SAGAR MANDAL","Independent","6933","3","6936","0.72",NA,NA,NA
"7962","Bihar","Madhubani","16","DR. SHAKEEL AHMAD","Independent","131416","114","131530","13.65",NA,NA,NA
"7963","Bihar","Madhubani","17","HEMA JHA","Independent","14254","0","14254","1.48",NA,NA,NA
"7964","Bihar","Madhubani","18","NOTA","None of the Above","5602","21","5623","0.58",NA,NA,NA
"7965","Bihar","Sitamarhi","1","Arjun Ray","Rashtriya Janata Dal","315230","1976","317206","30.53",NA,NA,NA
"7966","Bihar","Sitamarhi","2","Jasem Ahamad","Bahujan Samaj Party","7062","50","7112","0.68",NA,NA,NA
"7967","Bihar","Sitamarhi","3","Sunil Kumar Pintu","Janata Dal  (United)","565533","2212","567745","54.65",NA,NA,NA
"7968","Bihar","Sitamarhi","4","Braj Kishor","All India Forward Bloc","6305","2","6307","0.61",NA,NA,NA
"7969","Bihar","Sitamarhi","5","Mohan Sah","Kisan Party of India","3046","18","3064","0.29",NA,NA,NA
"7970","Bihar","Sitamarhi","6","Raghunath Kumar","Aam Aadmi Party","8947","62","9009","0.87",NA,NA,NA
"7971","Bihar","Sitamarhi","7","Ravindra Kumar Chandra urf Dr. Raja Babu","Bhartiya Mitra Party","2464","11","2475","0.24",NA,NA,NA
"7972","Bihar","Sitamarhi","8","Raj Kishore Prasad","Proutist Bloc, India","5963","2","5965","0.57",NA,NA,NA
"7973","Bihar","Sitamarhi","9","Surendra Kumar","Bajjikanchal Vikas Party","4233","7","4240","0.41",NA,NA,NA
"7974","Bihar","Sitamarhi","10","Amit Chaudhary urf Madhav Chaudhary","Independent","9749","88","9837","0.95",NA,NA,NA
"7975","Bihar","Sitamarhi","11","Chandrika Prasad","Independent","2662","1","2663","0.26",NA,NA,NA
"7976","Bihar","Sitamarhi","12","Dr. Junaid Khan","Independent","3298","0","3298","0.32",NA,NA,NA
"7977","Bihar","Sitamarhi","13","Thakur Chandan Kumar Singh","Independent","7285","2","7287","0.7",NA,NA,NA
"7978","Bihar","Sitamarhi","14","Dharmendra Kumar","Independent","20485","2","20487","1.97",NA,NA,NA
"7979","Bihar","Sitamarhi","15","Nand Kishore Gupta","Independent","6587","1","6588","0.63",NA,NA,NA
"7980","Bihar","Sitamarhi","16","Mahesh Nandan Singh","Independent","17270","0","17270","1.66",NA,NA,NA
"7981","Bihar","Sitamarhi","17","Ramesh Kumar Mishra","Independent","11054","2","11056","1.06",NA,NA,NA
"7982","Bihar","Sitamarhi","18","Lalbabu Paswan","Independent","5189","3","5192","0.5",NA,NA,NA
"7983","Bihar","Sitamarhi","19","Vinod Sah","Independent","17724","0","17724","1.71",NA,NA,NA
"7984","Bihar","Sitamarhi","20","Shashi Kumar Singh","Independent","4003","3","4006","0.39",NA,NA,NA
"7985","Bihar","Sitamarhi","21","NOTA","None of the Above","10278","40","10318","0.99",NA,NA,NA
"7986","Bihar","Sheohar","1","Mukesh Kumar Jha","Bahujan Samaj Party","12417","53","12470","1.24",NA,NA,NA
"7987","Bihar","Sheohar","2","RAMA DEVI","Bharatiya Janata Party","606581","2097","608678","60.59",NA,NA,NA
"7988","Bihar","Sheohar","3","Shamim Alam","Nationalist Congress Party","13239","30","13269","1.32",NA,NA,NA
"7989","Bihar","Sheohar","4","SYED FAISAL ALI","Rashtriya Janata Dal","266870","1448","268318","26.71",NA,NA,NA
"7990","Bihar","Sheohar","5","Anil Kumar","Jan Adhikar Party","5774","5","5779","0.58",NA,NA,NA
"7991","Bihar","Sheohar","6","Anand Kumar Maurya","Bahujan Azad Party","1813","1","1814","0.18",NA,NA,NA
"7992","Bihar","Sheohar","7","UPENDRA SAHANI","Rashtriya Jansambhavna Party","7278","3","7281","0.72",NA,NA,NA
"7993","Bihar","Sheohar","8","Jagdish Prasad","Bajjikanchal Vikas Party","4562","1","4563","0.45",NA,NA,NA
"7994","Bihar","Sheohar","9","Devendra Prasad Singh","All India Forward Bloc","2631","9","2640","0.26",NA,NA,NA
"7995","Bihar","Sheohar","10","Nabi Hussain","Bharat Prabhat Party","1990","2","1992","0.2",NA,NA,NA
"7996","Bihar","Sheohar","11","PRABHU NARAYAN","Shivsena","2496","3","2499","0.25",NA,NA,NA
"7997","Bihar","Sheohar","12","SHYAM KUMAR","Rashtriya Hind Sena","5065","1","5066","0.5",NA,NA,NA
"7998","Bihar","Sheohar","13","Anil Kumar Tiwari","Independent","10678","1","10679","1.06",NA,NA,NA
"7999","Bihar","Sheohar","14","Abul Kalam Khan","Independent","6083","1","6084","0.61",NA,NA,NA
"8000","Bihar","Sheohar","15","Kedar Nath Prasad","Independent","18425","1","18426","1.83",NA,NA,NA
"8001","Bihar","Sheohar","16","Raj Kumar Parsad","Independent","13701","3","13704","1.36",NA,NA,NA
"8002","Bihar","Sheohar","17","Ram Dayal Prasad","Independent","3140","2","3142","0.31",NA,NA,NA
"8003","Bihar","Sheohar","18","Vijay Nandan Paswan","Independent","11127","11","11138","1.11",NA,NA,NA
"8004","Bihar","Sheohar","19","NOTA","None of the Above","6971","46","7017","0.7",NA,NA,NA
"8005","Bihar","Purvi Champaran","1","AAKASH KUMAR SINGH","Rashtriya Lok Samta Party","281500","2639","284139","28.43",NA,NA,NA
"8006","Bihar","Purvi Champaran","2","Prabhakar Jaiswal","Communist Party of India","10206","68","10274","1.03",NA,NA,NA
"8007","Bihar","Purvi Champaran","3","RADHA MOHAN SINGH","Bharatiya Janata Party","574081","3706","577787","57.81",NA,NA,NA
"8008","Bihar","Purvi Champaran","4","Dinesh Sahani","Rashtriya mahan Gantantra Party","9303","8","9311","0.93",NA,NA,NA
"8009","Bihar","Purvi Champaran","5","Devendra Singh","Rashtriya Sarvjan Vikas Party","1905","9","1914","0.19",NA,NA,NA
"8010","Bihar","Purvi Champaran","6","Parasnath Pandey","Janvadi Party(Socialist)","1789","4","1793","0.18",NA,NA,NA
"8011","Bihar","Purvi Champaran","7","Parasnath Ram","Janata Party","1795","17","1812","0.18",NA,NA,NA
"8012","Bihar","Purvi Champaran","8","Randhir Kumar Tiwari","Asli Deshi Party","1403","3","1406","0.14",NA,NA,NA
"8013","Bihar","Purvi Champaran","9","Rajiv Ranjan","Janta Dal Rashtravadi","1619","5","1624","0.16",NA,NA,NA
"8014","Bihar","Purvi Champaran","10","Ramchandra Sah","Rashtriya Jansambhavna Party","6400","2","6402","0.64",NA,NA,NA
"8015","Bihar","Purvi Champaran","11","Vinay Kumar Sriwastava","Rashtriya Samta Party (Secular)","2335","8","2343","0.23",NA,NA,NA
"8016","Bihar","Purvi Champaran","12","Shatrughna Tiwari","Bajjikanchal Vikas Party","4700","4","4704","0.47",NA,NA,NA
"8017","Bihar","Purvi Champaran","13","Shekh Seraj","Akhil Bhartiya Apna Dal","4375","3","4378","0.44",NA,NA,NA
"8018","Bihar","Purvi Champaran","14","Shobha Devi","Shoshit Samaj Dal","14023","4","14027","1.4",NA,NA,NA
"8019","Bihar","Purvi Champaran","15","Sachin Paswan","Rashtriya Hind Sena","12060","20","12080","1.21",NA,NA,NA
"8020","Bihar","Purvi Champaran","16","Satyam Yadav","Bahujan Nyay Dal","17736","5","17741","1.78",NA,NA,NA
"8021","Bihar","Purvi Champaran","17","Md. Ajmer Alam","Independent","6042","9","6051","0.61",NA,NA,NA
"8022","Bihar","Purvi Champaran","18","Aniket Ranjan","Independent","2048","10","2058","0.21",NA,NA,NA
"8023","Bihar","Purvi Champaran","19","Pradeep Singh","Independent","6883","1","6884","0.69",NA,NA,NA
"8024","Bihar","Purvi Champaran","20","Manoj Tiwari","Independent","1840","0","1840","0.18",NA,NA,NA
"8025","Bihar","Purvi Champaran","21","Muneshwar Tiwari","Independent","2765","2","2767","0.28",NA,NA,NA
"8026","Bihar","Purvi Champaran","22","Shakti Kumar","Independent","5358","1","5359","0.54",NA,NA,NA
"8027","Bihar","Purvi Champaran","23","NOTA","None of the Above","22644","62","22706","2.27",NA,NA,NA
"8028","Bihar","Paschim Champaran","1","BRIJESH KUMAR KUSHWAHA","Rashtriya Lok Samta Party","307964","1836","309800","30.58",NA,NA,NA
"8029","Bihar","Paschim Champaran","2","RAKESH KUMAR","Bahujan Samaj Party","11286","141","11427","1.13",NA,NA,NA
"8030","Bihar","Paschim Champaran","3","DR. SANJAY JAISWAL","Bharatiya Janata Party","600735","2971","603706","59.6",NA,NA,NA
"8031","Bihar","Paschim Champaran","4","BIPIN NATH TIWARI ALIAS BIPIN TIWARI","Loktantrik Jan Swaraj Party","9863","5","9868","0.97",NA,NA,NA
"8032","Bihar","Paschim Champaran","5","AJAY KUMAR SINHA","Independent","3216","8","3224","0.32",NA,NA,NA
"8033","Bihar","Paschim Champaran","6","NAFISH AHMAD","Independent","5477","20","5497","0.54",NA,NA,NA
"8034","Bihar","Paschim Champaran","7","RATAN KUMAR SARKAR","Independent","4229","1","4230","0.42",NA,NA,NA
"8035","Bihar","Paschim Champaran","8","VIKAS KUMAR PRASAD","Independent","8682","2","8684","0.86",NA,NA,NA
"8036","Bihar","Paschim Champaran","9","SANJAY KUMAR PATEL","Independent","10794","7","10801","1.07",NA,NA,NA
"8037","Bihar","Paschim Champaran","10","NOTA","None of the Above","45637","62","45699","4.51",NA,NA,NA
"8038","Bihar","Valmiki Nagar","1","DEEPAK YADAV","Bahujan Samaj Party","62816","147","62963","6.1",NA,NA,NA
"8039","Bihar","Valmiki Nagar","2","BAIDYANATH PRASAD MAHTO","Janata Dal  (United)","601227","1433","602660","58.39",NA,NA,NA
"8040","Bihar","Valmiki Nagar","3","SHASHWAT KEDAR","Indian National Congress","247319","725","248044","24.03",NA,NA,NA
"8041","Bihar","Valmiki Nagar","4","DURGESH SINGH CHAUHAN","Bihar Lok Nirman Dal","7914","3","7917","0.77",NA,NA,NA
"8042","Bihar","Valmiki Nagar","5","BHOLA RAY","Suheldev Bharatiya Samaj Party","7866","5","7871","0.76",NA,NA,NA
"8043","Bihar","Valmiki Nagar","6","MANOJ KUMAR","Janhit Kisan Party","4170","5","4175","0.4",NA,NA,NA
"8044","Bihar","Valmiki Nagar","7","RAKESH KEWAT","Rashtriya Hind Sena","12805","6","12811","1.24",NA,NA,NA
"8045","Bihar","Valmiki Nagar","8","RAJESH KUSHWAHA","Rashtriya Sarvjan Vikas Party","4578","5","4583","0.44",NA,NA,NA
"8046","Bihar","Valmiki Nagar","9","SHIV KUMAR CHAUDHARY","Bharatiya Bahujan Congress","4823","2","4825","0.47",NA,NA,NA
"8047","Bihar","Valmiki Nagar","10","SUSHMA DEVI","Shivsena","11896","37","11933","1.16",NA,NA,NA
"8048","Bihar","Valmiki Nagar","11","MUNNA SINGH","Independent","6133","3","6136","0.59",NA,NA,NA
"8049","Bihar","Valmiki Nagar","12","RAMESH PRASAD","Independent","8961","3","8964","0.87",NA,NA,NA
"8050","Bihar","Valmiki Nagar","13","SURESH SAH","Independent","14869","1","14870","1.44",NA,NA,NA
"8051","Bihar","Valmiki Nagar","14","NOTA","None of the Above","34311","27","34338","3.33",NA,NA,NA
"8052","Assam","Lakhimpur","1","ANIL BORGOHAIN","Indian National Congress","425002","853","425855","33.18",NA,NA,NA
"8053","Assam","Lakhimpur","2","ANUP PRATIM BORBARUAH","Nationalist Congress Party","4463","64","4527","0.35",NA,NA,NA
"8054","Assam","Lakhimpur","3","AMIYA KUMAR HANDIQUE","Communist Party of India  (Marxist)","12746","63","12809","1",NA,NA,NA
"8055","Assam","Lakhimpur","4","ARUP KALITA","Communist Party of India","13357","21","13378","1.04",NA,NA,NA
"8056","Assam","Lakhimpur","5","PRADAN BARUAH","Bharatiya Janata Party","774017","2389","776406","60.49",NA,NA,NA
"8057","Assam","Lakhimpur","6","UBAIDUR RAHMAN","Asom Jana Morcha","8738","0","8738","0.68",NA,NA,NA
"8058","Assam","Lakhimpur","7","DILIP MORAN","Assam Dristi Party","8196","89","8285","0.65",NA,NA,NA
"8059","Assam","Lakhimpur","8","BHUPEN NARAH","Voters Party  International","5566","15","5581","0.43",NA,NA,NA
"8060","Assam","Lakhimpur","9","HEM KANTA MIRI","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","4009","25","4034","0.31",NA,NA,NA
"8061","Assam","Lakhimpur","10","AMBAZ UDDIN","Independent","3889","1","3890","0.3",NA,NA,NA
"8062","Assam","Lakhimpur","11","PROBHU LAL VAISNAVA","Independent","4858","8","4866","0.38",NA,NA,NA
"8063","Assam","Lakhimpur","12","NOTA","None of the Above","15187","33","15220","1.19",NA,NA,NA
"8064","Assam","Dibrugarh","1","PABAN SINGH GHATOWAR","Indian National Congress","294663","354","295017","29.04",NA,NA,NA
"8065","Assam","Dibrugarh","2","RAMESWAR TELI","Bharatiya Janata Party","657983","1600","659583","64.94",NA,NA,NA
"8066","Assam","Dibrugarh","3","DR. TITUS BHENGRA","Bahujan Mukti Party","6930","3","6933","0.68",NA,NA,NA
"8067","Assam","Dibrugarh","4","BHABEN BARUAH","National People's Party","9687","31","9718","0.96",NA,NA,NA
"8068","Assam","Dibrugarh","5","APURBA SAIKIA","Independent","3790","21","3811","0.38",NA,NA,NA
"8069","Assam","Dibrugarh","6","ISRAIL NANDA","Independent","5684","3","5687","0.56",NA,NA,NA
"8070","Assam","Dibrugarh","7","NURUL HUDA IMDADUL ISLAM SAIKIA","Independent","5598","1","5599","0.55",NA,NA,NA
"8071","Assam","Dibrugarh","8","RUBUL BURAGOHAIN","Independent","8102","10","8112","0.8",NA,NA,NA
"8072","Assam","Dibrugarh","9","NOTA","None of the Above","21240","48","21288","2.1",NA,NA,NA
"8073","Assam","Jorhat","1","KANAK GOGOI","Communist Party of India","17759","90","17849","1.69",NA,NA,NA
"8074","Assam","Jorhat","2","TOPON KUMAR GOGOI","Bharatiya Janata Party","540942","2346","543288","51.35",NA,NA,NA
"8075","Assam","Jorhat","3","RIBULAYA GOGOI","All India Trinamool Congress","6058","63","6121","0.58",NA,NA,NA
"8076","Assam","Jorhat","4","SUSHANTA BORGOHAIN","Indian National Congress","459480","1155","460635","43.54",NA,NA,NA
"8077","Assam","Jorhat","5","KAMALA RAJ KONWAR","National People's Party","4989","7","4996","0.47",NA,NA,NA
"8078","Assam","Jorhat","6","RAJ KUMAR DUWARA","All India Forward Bloc","3431","7","3438","0.32",NA,NA,NA
"8079","Assam","Jorhat","7","ARBIN KUMAR BORUAH","Independent","3577","11","3588","0.34",NA,NA,NA
"8080","Assam","Jorhat","8","NANDITA NAG","Independent","5467","14","5481","0.52",NA,NA,NA
"8081","Assam","Jorhat","9","NOTA","None of the Above","12536","33","12569","1.19",NA,NA,NA
"8082","Assam","Kaliabor","1","Gaurav Gogoi","Indian National Congress","785014","1078","786092","55.18",NA,NA,NA
"8083","Assam","Kaliabor","2","Moni Madhab Mahanta","Asom Gana Parishad","574456","1642","576098","40.44",NA,NA,NA
"8084","Assam","Kaliabor","3","Abdul Aziz","National People's Party","9880","23","9903","0.7",NA,NA,NA
"8085","Assam","Kaliabor","4","Shree Diganta Kumar Saikia","Hindusthan Nirman Dal","5650","62","5712","0.4",NA,NA,NA
"8086","Assam","Kaliabor","5","Md. Hariqul Islam Bhuyan","Asom Jana Morcha","5257","13","5270","0.37",NA,NA,NA
"8087","Assam","Kaliabor","6","Sri Jiten Gogoi","Independent","18253","91","18344","1.29",NA,NA,NA
"8088","Assam","Kaliabor","7","Sri Bhaskar Sarmah","Independent","7316","39","7355","0.52",NA,NA,NA
"8089","Assam","Kaliabor","8","NOTA","None of the Above","15845","68","15913","1.12",NA,NA,NA
"8090","Assam","Nowgong","1","Pradyut Bordoloi","Indian National Congress","738881","843","739724","49.53",NA,NA,NA
"8091","Assam","Nowgong","2","Sri Rupak Sharma","Bharatiya Janata Party","720727","2245","722972","48.41",NA,NA,NA
"8092","Assam","Nowgong","3","Sahadeb Das","All India Trinamool Congress","5860","15","5875","0.39",NA,NA,NA
"8093","Assam","Nowgong","4","Azgor Ali","Purvanchal Janta Party (Secular)","3650","5","3655","0.24",NA,NA,NA
"8094","Assam","Nowgong","5","Saiful Islam Choudhury","Asom Jana Morcha","3418","3","3421","0.23",NA,NA,NA
"8095","Assam","Nowgong","6","Sukanta Mazumdar","Bharatiya Gana Parishad","2745","11","2756","0.18",NA,NA,NA
"8096","Assam","Nowgong","7","Zakir Hussain","Independent","4311","4","4315","0.29",NA,NA,NA
"8097","Assam","Nowgong","8","NOTA","None of the Above","10737","20","10757","0.72",NA,NA,NA
