"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source","weeks"
"2019-04-30","(33) Tamil Nadu 33","171.49.220.103","(1) Male 1",NA,"(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",3
"2019-03-23","(33) Tamil Nadu 33","171.49.220.111","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","UPA","AMechTurk",9
"2019-05-09","(33) Tamil Nadu 33","171.49.220.229","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",0,1,"UPA","UPA","AMechTurk",2
"2019-05-09","(33) Tamil Nadu 33","171.49.220.231","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",0,1,"UPA","Independent Candidate","AMechTurk",2
"2019-05-10","(32) Kerala 32","171.49.220.72","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"Bahujan Samaj Party","UPA","AMechTurk",2
"2019-04-30","(33) Tamil Nadu 33","171.49.221.141","(2) Female 2","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",3
"2019-05-11","(33) Tamil Nadu 33","171.49.221.154","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"UPA","UPA","AMechTurk",2
"2019-04-16","(33) Tamil Nadu 33","171.49.221.200","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","UPA","AMechTurk",5
"2019-04-16","(09) Uttar Pradesh 09","171.49.221.200","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",5
"2019-03-26","(33) Tamil Nadu 33","171.49.221.216","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"UPA","NDA","AMechTurk",8
"2019-05-10","(33) Tamil Nadu 33","171.49.221.221","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",2
"2019-03-26","(33) Tamil Nadu 33","171.49.221.245","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",0,1,"UPA","Independent Candidate","AMechTurk",8
"2019-04-30","(33) Tamil Nadu 33","171.49.221.29","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"Aam Aadmi Party","NDA","AMechTurk",3
"2019-03-22","(33) Tamil Nadu 33","171.49.221.3","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-05-10","(32) Kerala 32","171.49.221.48","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",2
"2019-05-09","(33) Tamil Nadu 33","171.49.221.70","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05",NA,1,1,"UPA","NDA","AMechTurk",2
"2019-03-08","(33) Tamil Nadu 33","171.49.221.95","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",11
"2019-03-11","(33) Tamil Nadu 33","171.49.222.104","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","UPA","AMechTurk",10
"2019-05-05",NA,"171.49.222.112","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,NA,NA,"AMechTurk",3
"2019-03-27","(33) Tamil Nadu 33","171.49.222.248","(2) Female 2","(34-44]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",8
"2019-03-26","(33) Tamil Nadu 33","171.49.222.32","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(7) Other 7","(01) No Formal Edu 01",NA,1,1,"UPA","UPA","AMechTurk",8
"2019-04-16","(33) Tamil Nadu 33","171.49.222.50","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"UPA","NDA","AMechTurk",5
"2019-04-12","(33) Tamil Nadu 33","171.49.223.102","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.102","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",6
"2019-05-04","(33) Tamil Nadu 33","171.49.223.103","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",3
"2019-04-12","(33) Tamil Nadu 33","171.49.223.127","(1) Male 1","(34-44]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.140","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.174","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Aam Aadmi Party","Aam Aadmi Party","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.175","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","NDA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.175","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","UPA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.175","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","UPA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.176","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.201","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",6
"2019-04-12","(33) Tamil Nadu 33","171.49.223.201","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",6
"2019-04-17","(33) Tamil Nadu 33","171.49.223.34","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",5
"2019-04-12","(33) Tamil Nadu 33","171.49.223.42","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",6
"2019-04-12","(32) Kerala 32","171.49.223.55","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-02-22","(28) Andhra Pradesh 28","171.49.227.23","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",13
"2019-03-21",NA,"171.49.238.240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",9
"2019-05-12",NA,"171.50.163.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",2
"2019-03-09","(06) Haryana 06","171.50.180.140","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,"NDA",NA,"SubjectPool",11
"2019-03-26","(07) Delhi 07","171.50.183.5","(1) Male 1","(34-44]","(06) ₹6,00,000 and over 06","(4) Sikh 4","(05) Some Graduate or Higher 05",NA,1,1,"UPA","NDA","SubjectPool",8
"2019-04-12","(27) Maharashtra 27","171.50.223.22","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",6
"2019-03-11","(27) Maharashtra 27","171.50.227.251","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(6) Jain 6","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,NA,NA,"SubjectPool",10
"2019-03-28",NA,"171.51.166.161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-09","(18) Assam 18","171.51.190.163","(1) Male 1","(44-54]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,0,NA,NA,"SubjectPool",6
"2019-03-26","(27) Maharashtra 27","171.51.196.245","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","NDA","SubjectPool",8
"2019-04-10","(27) Maharashtra 27","171.51.198.240","(1) Male 1","(24-34]","(06) ₹6,00,000 and over 06","(2) Muslim 2","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA",NA,"SubjectPool",6
"2019-03-09",NA,"171.51.201.152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-04-06","(27) Maharashtra 27","171.51.202.242","(1) Male 1","(34-44]","(03) ₹90,000 - ₹1,19,999 03","(2) Muslim 2","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","SubjectPool",7
"2019-05-11","(27) Maharashtra 27","171.51.214.231","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",2
"2019-03-27","(01) Jammu & Kashmir 01","171.51.221.76","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,1,"NDA","NDA","SubjectPool",8
"2019-03-10",NA,"171.51.223.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-03-08","(23) Madhya Pradesh 23","171.60.144.166","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",11
"2019-04-17",NA,"171.60.195.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",5
"2019-03-19","(33) Tamil Nadu 33","171.60.215.188","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-04-25","(33) Tamil Nadu 33","171.60.219.81","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",4
"2019-02-25","(33) Tamil Nadu 33","171.60.220.106","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"NDA",NA,"AMechTurk",12
"2019-05-17","(32) Kerala 32","171.60.225.93","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"UPA","UPA","AMechTurk",1
"2019-04-25","(33) Tamil Nadu 33","171.60.238.152","(2) Female 2","(34-44]","(03) ₹90,000 - ₹1,19,999 03","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",4
"2019-04-18","(33) Tamil Nadu 33","171.60.250.189","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",5
"2019-05-09","(33) Tamil Nadu 33","171.60.254.34","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","NDA","AMechTurk",2
"2019-03-14","(29) Karnataka 29","171.61.122.212","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",10
"2019-03-22","(29) Karnataka 29","171.61.122.212","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",9
"2019-04-12","(09) Uttar Pradesh 09","171.61.176.129","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",6
"2019-04-09","(06) Haryana 06","171.61.215.214","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,1,NA,"NDA","SubjectPool",6
"2019-02-27","(33) Tamil Nadu 33","171.61.224.187","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",12
"2019-04-08","(33) Tamil Nadu 33","171.61.224.254","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(02) Primary or Lower 02",NA,1,1,"UPA","UPA","AMechTurk",6
"2019-04-08","(33) Tamil Nadu 33","171.61.224.255","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(02) Primary or Lower 02",NA,1,1,"UPA","UPA","AMechTurk",6
"2019-03-26","(33) Tamil Nadu 33","171.61.224.73","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",8
"2019-04-12","(33) Tamil Nadu 33","171.61.225.124","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(7) Other 7","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",6
"2019-03-23","(33) Tamil Nadu 33","171.61.225.186","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","NDA","AMechTurk",9
"2019-04-18","(33) Tamil Nadu 33","171.61.225.240","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Independent Candidate","Independent Candidate","AMechTurk",5
"2019-04-08","(33) Tamil Nadu 33","171.61.225.60","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(02) Primary or Lower 02",NA,1,1,"UPA","UPA","AMechTurk",6
"2019-02-23","(32) Kerala 32","171.61.226.138","(1) Male 1","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"Independent Candidate",NA,"AMechTurk",13
"2019-03-30","(33) Tamil Nadu 33","171.61.226.153","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",8
"2019-05-05","(28) Andhra Pradesh 28","171.61.226.176","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(3) Christian 3","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",3
"2019-04-08","(33) Tamil Nadu 33","171.61.226.221","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",6
"2019-04-25","(32) Kerala 32","171.61.227.151","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","Bahujan Samaj Party","AMechTurk",4
"2019-05-17","(33) Tamil Nadu 33","171.61.227.197","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",1
"2019-03-04","(33) Tamil Nadu 33","171.61.227.20","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(2) Muslim 2","(05) Some Graduate or Higher 05",NA,1,NA,"UPA",NA,"AMechTurk",11
"2019-03-08","(33) Tamil Nadu 33","171.61.227.218","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"UPA",NA,"AMechTurk",11
"2019-03-18","(33) Tamil Nadu 33","171.61.227.38","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","NDA","AMechTurk",9
"2019-03-18","(33) Tamil Nadu 33","171.61.227.45","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",9
"2019-03-21","(33) Tamil Nadu 33","171.61.228.150","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,1,"UPA","Aam Aadmi Party","AMechTurk",9
"2019-04-04","(33) Tamil Nadu 33","171.61.228.190","(1) Male 1","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,NA,NA,"AMechTurk",7
"2019-04-16","(32) Kerala 32","171.61.228.248","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",5
"2019-04-16","(33) Tamil Nadu 33","171.61.228.70","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",5
"2019-04-16","(33) Tamil Nadu 33","171.61.228.70","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",5
"2019-04-16","(33) Tamil Nadu 33","171.61.228.70","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"UPA","UPA","AMechTurk",5
"2019-03-23","(33) Tamil Nadu 33","171.61.229.119","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,NA,NA,"AMechTurk",9
"2019-04-17","(33) Tamil Nadu 33","171.61.229.209","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",5
"2019-04-02","(33) Tamil Nadu 33","171.61.229.244","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","UPA","AMechTurk",7
"2019-04-02","(33) Tamil Nadu 33","171.61.229.244","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",7
"2019-04-17","(33) Tamil Nadu 33","171.61.230.136","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",5
"2019-03-11","(33) Tamil Nadu 33","171.61.230.190","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",10
"2019-03-12","(33) Tamil Nadu 33","171.61.230.254","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",10
"2019-03-11","(33) Tamil Nadu 33","171.61.230.6",NA,"(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",10
"2019-04-09","(33) Tamil Nadu 33","171.61.231.18","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",6
"2019-04-09","(33) Tamil Nadu 33","171.61.231.23","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","Independent Candidate","AMechTurk",6
"2019-04-25","(33) Tamil Nadu 33","171.61.231.246","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",4
"2019-03-30","(33) Tamil Nadu 33","171.61.231.29","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",8
"2019-04-09","(33) Tamil Nadu 33","171.61.231.33","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-03-13","(33) Tamil Nadu 33","171.61.232.121","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"Aam Aadmi Party","Aam Aadmi Party","AMechTurk",10
"2019-04-12","(33) Tamil Nadu 33","171.61.232.25","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-03-26",NA,"171.61.232.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",8
"2019-05-12","(33) Tamil Nadu 33","171.61.233.152","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(7) Other 7","(05) Some Graduate or Higher 05",NA,1,1,NA,NA,"AMechTurk",2
"2019-05-12","(33) Tamil Nadu 33","171.61.233.152","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",2
"2019-03-08","(33) Tamil Nadu 33","171.61.233.251","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"AMechTurk",11
"2019-03-30","(32) Kerala 32","171.61.233.54","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","Independent Candidate","AMechTurk",8
"2019-02-23","(33) Tamil Nadu 33","171.61.234.146","(2) Female 2","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",13
"2019-04-09","(33) Tamil Nadu 33","171.61.234.188","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,NA,NA,NA,"AMechTurk",6
"2019-04-08","(33) Tamil Nadu 33","171.61.234.237","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Social Democratic Party of India","UPA","AMechTurk",6
"2019-04-04","(33) Tamil Nadu 33","171.61.234.27","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",7
"2019-03-14","(33) Tamil Nadu 33","171.61.235.145","(1) Male 1","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",10
"2019-03-14","(33) Tamil Nadu 33","171.61.235.205","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(02) Primary or Lower 02","(3) Other Backward Castes (OBC) 3",0,1,"NDA","NDA","AMechTurk",10
