states,rurality,age_cat,education_level,gender,totcount,zones
(24) Gujarat 24,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 141132,(05) Western 05
(24) Gujarat 24,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,  71350,(05) Western 05
(24) Gujarat 24,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,  20904,(05) Western 05
(24) Gujarat 24,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,   7295,(05) Western 05
(24) Gujarat 24,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,   4326,(05) Western 05
(24) Gujarat 24,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2, 383267,(05) Western 05
(24) Gujarat 24,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 238629,(05) Western 05
(24) Gujarat 24,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 164426,(05) Western 05
(24) Gujarat 24,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,  84302,(05) Western 05
(24) Gujarat 24,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,  35473,(05) Western 05
(24) Gujarat 24,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  20994,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,   1053,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,    516,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,    175,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,     32,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,      7,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,      9,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,   2600,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,   2112,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,    923,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,    291,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,    135,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,     67,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,   1114,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,    512,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,    142,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,     32,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,      8,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,      6,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,   2415,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,   2361,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,    965,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,    309,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,    131,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,     72,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2, 818260,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 391655,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2, 124421,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,  32783,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,  11381,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,   9148,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,1089094,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 653576,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 376383,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2, 195359,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2, 102167,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  66446,(05) Western 05
(28) Andhra Pradesh 28,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2, 727388,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 194941,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,  71276,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,  22169,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,  12691,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,   8981,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2, 668762,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 300529,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 186589,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,  92932,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,  56727,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  30975,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2, 666701,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 326256,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2, 134677,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,  45705,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,  16944,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,   7585,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2, 685132,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 468163,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 292412,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2, 168422,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,  93640,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  47407,(06) Southern 06
(30) Goa 30,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,   9786,(05) Western 05
(30) Goa 30,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,   9101,(05) Western 05
(30) Goa 30,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,   5805,(05) Western 05
(30) Goa 30,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,   2538,(05) Western 05
(30) Goa 30,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,   1324,(05) Western 05
(30) Goa 30,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,    769,(05) Western 05
(30) Goa 30,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,  18564,(05) Western 05
(30) Goa 30,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,  16538,(05) Western 05
(30) Goa 30,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,  13209,(05) Western 05
(30) Goa 30,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,   7644,(05) Western 05
(30) Goa 30,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,   4471,(05) Western 05
(30) Goa 30,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,   2739,(05) Western 05
(31) Lakshadweep 31,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,    210,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,    158,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,     86,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,     48,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,     13,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,      4,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,   1102,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,    720,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,    472,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,    226,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,     71,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,      6,(06) Southern 06
(32) Kerala 32,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2, 494872,(06) Southern 06
(32) Kerala 32,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 393104,(06) Southern 06
(32) Kerala 32,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2, 316929,(06) Southern 06
(32) Kerala 32,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2, 171303,(06) Southern 06
(32) Kerala 32,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,  82938,(06) Southern 06
(32) Kerala 32,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,  40277,(06) Southern 06
(32) Kerala 32,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2, 480370,(06) Southern 06
(32) Kerala 32,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 365263,(06) Southern 06
(32) Kerala 32,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 310547,(06) Southern 06
(32) Kerala 32,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2, 184226,(06) Southern 06
(32) Kerala 32,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2, 103088,(06) Southern 06
(32) Kerala 32,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  59305,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2, 736828,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2, 342997,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2, 127158,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,  57721,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,  32918,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,  12642,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2, 832844,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2, 496485,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2, 336684,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2, 246295,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2, 164322,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,  83053,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,  10605,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,   6204,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,   2462,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,    905,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,    402,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,    132,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,  22051,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,  14044,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,  10069,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,   5857,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,   3099,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,   1316,(06) Southern 06
(35) Anadman/Nicobar 35,(0) rural 0,(17-24],(04) Higher Secondary 04,(2) Female 2,   3929,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(24-34],(04) Higher Secondary 04,(2) Female 2,   3100,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(34-44],(04) Higher Secondary 04,(2) Female 2,   1311,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(44-54],(04) Higher Secondary 04,(2) Female 2,    390,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(54-64],(04) Higher Secondary 04,(2) Female 2,     92,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(64-100],(04) Higher Secondary 04,(2) Female 2,     32,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(17-24],(04) Higher Secondary 04,(2) Female 2,   3209,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(24-34],(04) Higher Secondary 04,(2) Female 2,   2716,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(34-44],(04) Higher Secondary 04,(2) Female 2,   1750,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(44-54],(04) Higher Secondary 04,(2) Female 2,    709,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(54-64],(04) Higher Secondary 04,(2) Female 2,    239,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(64-100],(04) Higher Secondary 04,(2) Female 2,     60,(04) Eastern 04
(01) Jammu & Kashmir 01,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  39142,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  67637,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  35825,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  18520,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,   8635,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   3955,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  33916,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  74575,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  48746,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  34956,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  23141,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  11879,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  27286,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  72726,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  39194,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  19855,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  14793,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   6994,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,   7427,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  20375,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  16702,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  13064,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,   8338,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   4070,(01) North 01
(03) Punjab 03,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  44708,(01) North 01
(03) Punjab 03,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  77715,(01) North 01
(03) Punjab 03,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  39771,(01) North 01
(03) Punjab 03,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  31604,(01) North 01
(03) Punjab 03,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  23354,(01) North 01
(03) Punjab 03,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   9675,(01) North 01
(03) Punjab 03,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  98472,(01) North 01
(03) Punjab 03,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1, 198823,(01) North 01
(03) Punjab 03,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1, 128247,(01) North 01
(03) Punjab 03,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1, 102789,(01) North 01
(03) Punjab 03,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  79431,(01) North 01
(03) Punjab 03,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  38284,(01) North 01
(04) Chandigarh 04,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,    189,(01) North 01
(04) Chandigarh 04,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,    627,(01) North 01
(04) Chandigarh 04,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,    222,(01) North 01
(04) Chandigarh 04,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,     81,(01) North 01
(04) Chandigarh 04,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,     60,(01) North 01
(04) Chandigarh 04,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,     16,(01) North 01
(04) Chandigarh 04,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  13862,(01) North 01
(04) Chandigarh 04,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  30756,(01) North 01
(04) Chandigarh 04,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  20388,(01) North 01
(04) Chandigarh 04,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  17543,(01) North 01
(04) Chandigarh 04,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  12932,(01) North 01
(04) Chandigarh 04,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   8044,(01) North 01
(05) Uttarakhand 05,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  47523,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  82562,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  49712,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  28789,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  15747,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   6876,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  43930,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,  86577,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  62151,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  45969,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  25918,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  15334,(02) North-Central 02
(06) Haryana 06,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,  98275,(01) North 01
(06) Haryana 06,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1, 158630,(01) North 01
(06) Haryana 06,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,  64669,(01) North 01
(06) Haryana 06,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  31087,(01) North 01
(06) Haryana 06,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  21091,(01) North 01
(06) Haryana 06,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,   7622,(01) North 01
(06) Haryana 06,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1, 116252,(01) North 01
(06) Haryana 06,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1, 239627,(01) North 01
(06) Haryana 06,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1, 152236,(01) North 01
(06) Haryana 06,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1, 103061,(01) North 01
(06) Haryana 06,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  71120,(01) North 01
(06) Haryana 06,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  37938,(01) North 01
(07) Delhi 07,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1,   3516,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1,   6532,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1,   3808,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,   1953,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,   1325,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,    573,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(17-24],(05) Some Graduate or Higher 05,(1) Male 1, 218245,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(24-34],(05) Some Graduate or Higher 05,(1) Male 1, 474160,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(34-44],(05) Some Graduate or Higher 05,(1) Male 1, 332278,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(44-54],(05) Some Graduate or Higher 05,(1) Male 1, 246644,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(54-64],(05) Some Graduate or Higher 05,(1) Male 1, 154301,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  91524,(02) North-Central 02
(08) Rajasthan 08,(0) rural 0,(17-24],(05) Some Graduate or Higher 05,(1) Male 1, 234867,(01) North 01
(08) Rajasthan 08,(0) rural 0,(24-34],(05) Some Graduate or Higher 05,(1) Male 1, 358150,(01) North 01
(08) Rajasthan 08,(0) rural 0,(34-44],(05) Some Graduate or Higher 05,(1) Male 1, 173624,(01) North 01
(08) Rajasthan 08,(0) rural 0,(44-54],(05) Some Graduate or Higher 05,(1) Male 1,  85511,(01) North 01
(08) Rajasthan 08,(0) rural 0,(54-64],(05) Some Graduate or Higher 05,(1) Male 1,  32022,(01) North 01
(08) Rajasthan 08,(0) rural 0,(64-100],(05) Some Graduate or Higher 05,(1) Male 1,  16248,(01) North 01
