states,zones,gender,age_cat,religion,education_level,income_level,jati,turnout,alliance_vote
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(03) Middle or Secondary 03,"(03) ₹90,000 - ₹1,19,999 03",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,0,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,0,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(1) Brahmin 1,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(1) Brahmin 1,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(1) Brahmin 1,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(1) Brahmin 1,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(1) Brahmin 1,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,UPA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,0,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,0,
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(64-100],(1) Hindu 1,,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(01) Less than ₹60,000 01",(1) Brahmin 1,0,
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,UPA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,0,
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(3) Other Backward Castes (OBC) 3,0,
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(05) Some Graduate or Higher 05,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(34-44],(1) Hindu 1,(05) Some Graduate or Higher 05,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,UPA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,UPA
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,OTHER
(19) West Bengal 19,(04) Eastern 04,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,OTHER
